text,class
@Matias_CJ22 Kajajajjaja puede que sea buen jugador pero estos partidos que ja jugado por chile ha Sido lo más bajo más que los otros eso quiere decir que no está para la selección todas las pelotas hacia atrás no aguantaba para contragolpe muy malo malísimo 😂😂por algo no rindió en el CC,0
"Este colombiano hablando del partido de chile Bolivia. Amigo, Chile tuvo 26 remates alrco, 2 palos, pelotas sacadas de la línea y con un gol en contra con una mano sumamente dudosa por contexto de jugada.
Paraguay fue similar, solo que jugó contra 10 suplentes #FutbolTotalDIRECTV",0
"@Che_Bombacha Lo poco q se vio fue interesante. Peleó y pidió pelotas, tuvo una jugada de baby en el área, cosa q se le pide a los delanteros. Creo q habría q darle más minutos",0
"Que Brereton solo tocó dos pelotas, pero se pegó un pique y corrió más que Pinares, se vio algo diferente #ESPNF90",0
Todas las pelotas a ellos https://t.co/0Oj3LmSHxS,0
"@RodEyzaguirre Ni Meneses ni Vargas aportan mucho. Vidal, perdió muchas pelotas e hizo muchas faltas, jugó de llapa, otro árbitro lo habría echado. Q otros delanteros ganen minutos, así tenemos opciones de hacer algún gol. Falta mucho trabajo aún. Que no se cansen nunca Mena e Islas.",0
"@Fr4nK7 @CHVNoticias Una cosa es ser prostituta y otra muy diferente es ser cochina y drogarse como si fuera lo más genial y maravilloso del universo frente a cientos de niños, entre ellos la hija de esta idiota, eso es lo que hace y de víctima las pelotas!",0
"@latercera hay q seguir lo q dice la oms, no esta cara de nana. por Dios que afan de de tocar las pelotas esta zorra",0
"A punto de silenciar al alcalde, la elección es en noviembre y ya me hincharon las pelotas.",0
"@EcramirezPs Me importa poco, solo leo a un weeta q se cree cool escribiendo tonteras sin sentido ... un weon q ya está feliz pk alguien le contestó 
Anarko? Las pelotas, un simple weon q apenas sabe escribir",0
Hay apoderados que sencillamente hinchan las pelotas 😡😡😡😡😡😡,0
"@Rorro_logo Mal, como las pelotas con el triunfo del bastardo del Orrego... Eso",0
"@upelienta_sss @Orrego Y siguen con la arrogancia, no han aprendido nada. Si son tan pelotas 🤣",0
"🎱🎱Ahora veremos las pelotas de Orrego, a ver si se banca un estallido delictual o se pone los pantalones para salvar la región y a sus ciudadanos... #VOTACIONES2021",0
"Oye @Orrego que se siente ganar con el voto facho? vendido de mierda, cuando empiezas a pagar los favores? Asco debiese darte celebrar tu ""triunfo"". Una vez más tu puto partido aliado a la derecha.

Responde si tienes pelotas wn de mierda.",0
"@ANFPChile con el caso de Eriksen creo humildemente que es necesario que cuerpo de árbitros, pasa pelotas y jugadores sepan como dar un RCP, algun curso o capacitación.",0
"Básicamente es asegurarse que no ocurra, de nuevo, el golpe del 73, dónde estaban más apegadas a la constitución mis pelotas que el actuar de los milicos https://t.co/faC3konQbC",0
@AlejoMejiaFaca @Puntaje_Ideal @jbuscalia @DIRECTVSports @PuntajeIdealEC @PuntajeIdealPE Si la organización de la Copa América no fuese una mierda 😠 seguiríamos a el 🇨🇱⚽👍 y mejor que el Nefasto hincha pelotas de Bambino pons 😠,0
Ya poh huevones o siguen pegados en el #Apruebo y el #Rechazo o no tienen pelotas para defender su dignidad como seres humanos? DEJEN DE SER CAGONES Y SALE A LA CALLE. #FalsaPandemia https://t.co/w8wPxhb8tV,0
"#Podcast la Modelo Kendall Jenner mejora rendimiento del basquetbolista Devin Booker (Suns)🏀Multado Pat Riley presidente del #MiamiHeat ⚽️Juego de estrellas la MLS -Liga MX
⚾️Pete Alonso acusa a MLB de manipular las pelotas.. https://t.co/LDRLX6bJ53",0
@jsbricen Me tiene hasta las pelotas la supremacia siquiatrica,0
"@danielraaortiz @Avant_letr3 @JNE_Peru Afines a Fp y a Keiko mandaron a sus masas a la casa del director para asustarlo e intentar convencerlo de que haga lo que le imponen, aunque eso viole la constitución y los decretos del TC

¿Con que pelotas van a poder decir despues que los terroristas son los otros ?",0
@piacanales Le hable tanto....pero solo soy la hermana mayor que hincha las pelotas,0
@LaEufe Como las pelotas...,0
"@ValerieMoir @tere_marinovic @ShD29A me salió como las pelotas el tweet por escribir rápido, lo quise decir es q está probado q las cuarentenas son efectivas entre 15 a 21 días y q no sirve encuarentenar algunas comunas, porque alta movilidad no disminuye...la próxima semana debiesen bajar los contagios",0
Qué está hablando el saco de pelotas de Bellolio?,0
"@SoleKoch La cueca en pelotas, encerrados menos para ir a votar.",0
"Poner en funcionamiento un ""Pase de Movilidad"", y exactamente 15 días después mandar a Cuarentena a 7 millones de personas en #TodalaRM, es el mejor ejemplo de una Administración Sanitaria como las reverendas pelotas. #Cuarentena Toda la RM @ministeriosalud @DrEnriqueParis https://t.co/2ltuY7aA5B",0
"@xchernobitx Javiera Grez, uff ella debería estar también, para ser pequeña es veloz y encara sin miedo... Además es unas de las pocas pequeñas que tiene un nivel de rechazo que puede ganar pelotas aéreas apesar que sea pequeña...",0
Terriblemente ingrato el partido para la Dani.... con suerte recibió 3 o 4 pelotas 😔,0
"@sesologia A estos pelotas solo les importa la cantidad, no la calidad… da susto!",0
Q llegue el Domingo para que los Santiaguinos puedan votar por gobernador y se dejen de hinchar las pelotas ... q elección más intrascendente... como los “superclasicos” de los últimos 10 años ... los inflan como la final del mundo y son una siesta ...,0
"@Gustavo73067252 Sería bueno hacerlo si siguen destruyendo este país. Ahora, si además nos roban y nos dejan en pelotas, quién lanzará la primera piedra ? En momentos de crisis siempre aparece un líder innato y creo que hay muchos.",0
Recoleta del Norte hecho mierda....y el comunismo agarra a los pobres y les miente...que ideología mas nefasta...quiere a todo Chile pobre y el niñe pelotudo cree que el comunismo cambio...no cambio pelotudo..es el mismo librito como el de hitler...eres weon??#JadueMeDaConfianza,1
@covacich_m @JoignantAlfredo Ser el primer pais en latan en elegir a un marxista (Allende). SOMOS RE WEONES,0
"@dinamo2580 @JoignantAlfredo Obvio que es malo pero como respondieron los. Chilenos, con una Nueva constitucion y un gobierno comunista?? SON WEONES CON MAYUSCULA",0
"@aguamieI Los terraplanistas son más tolerables, total si los weones creen que se van a caer en el horizonte será uno menos.
Pero los antivacunas no tienen perdón. Joden al resto.
Yo ya corte a una conocida x eso. Xq según ella con rezos y yoga no la necesitaba. Chaito no más. 😷😡💉",0
"@biobio Mentira Jadue dijo q las AFP siguen para los q quieran, weones y informen bien",0
@ignaciobriones_ @EnriqueCabo1 @danieljadue Bueno y qué harán con los weones que a dedillo les otorgan embajadas ??? ESO DEBE SER VOTO POPULAR !!! BASTA DE CORRUPTOS Y LADRONES COMO TU !!!,0
Están puro webiando también... Hacen gallito con los weones del gobierno y nadie piensa en la gente. https://t.co/Qv8wxN7EBW,0
"@jocesita6 @manuelsoteldo4 @LaEufe Pero pon tu foto??.. hay q saber que es feomoara un chupafusil.. un milivo cabexa cuadrada?.. hasta cuando tan weones los patriotas al peo!!
Wna penca.. 🌶🌶🌶  sacatelos para que puedas vivir en un pais donde los wns son minoria!!",0
"Entiendan weones duros @Senado_Chile y @Camara_cl
#NoALaReparacionDeDelincuentes
No queremos que NUESTRA PLATA, PORQUE ES NUESTRA PLATA, NO ES DE USTEDES, NO QUEREMOS QUE SEA REGALADA A DELINCUENTES....
NO QUEREMOS... PUEDEN ENTENDERLO POR LAS RECHUCHAS",0
"estos weones no paran de tirar la plata en bots? xD 

bueno aprovechen que en noviembre van a quedar con tragedia. 

 #NoALaReparacionDeDelincuentes",0
"@macarol1212 @AyudaMovistarCL Ahhh los weones chantas
#Vomistar",0
"@Josefcolagos Una pregunta, ¿todos los abogados de la UC son igual de weones, o te llevaste el premiado?",0
"@gabrielboric Guaton reculiao indecente.
Lo de los ojos es un vulgar chamullo.
Las basuras tenian hasta puestos de ventas en plaza italia, y creo que tampoco nunca viste a weones con rifles a postones y ondas humanas.... https://t.co/sTtVKcwsZn",0
"@Cooperativa Hay que ser muy weones para unirse a esos qlos repúblicanos ""patriotas"" ideologicos, que lo único que quieren que todos piensen como ellos, no Gracias.",0
"Oye una burla la publicidad de sodimac, si encuentras un precio más bajo en otro lado, no solo te lo igualan sino que te hacen un descuento de 20% además, ósea los weones están admitiendo que subieron todos los precios y aún haciendo descuento del 20% gana Plata!",0
"Encuentro que SAO tiene una buena historia de fondo, pero los protagonistas son muy weones. Muchos amor y esas cosas raras. Al menos,para mí, la primera temporada es pasable, pero las que vienen son del asco.",0
"@SNOW_Chascona74 Aquí? Politicos corruptos y populacheros. Los imbeciles ni idea tienen que les pasaran alguna cuenta los de la zurda.
Como tan weones?",1
@agonzalez3403 Ese sueldo actual solo permite que los weones quieran llegar ahí a forrarse. No hay vocación real de servicio. Ya está bueno ya!!!,1
Un puro independiente en TV y los los demás puros weones que no quiere nadie#ContigoCHV,0
@Gatonzi0 Pa k pescsn weones resentidos..... Dejenlo k se desahogue.... Pura mierda,0
@latercera Mientras el ministro trabaja y trabaja en favor de chilenos para contener la pandemia los politicos vagos zurdos intentan destruirlo….con el voto obligatorio la gente conservadora anti zurda saldrá a votar….,0
@gene_llerena @Carlosepulved11 Ahh que le gustaría a estos zánganos zurdeques...,0
"Así que muchaches ya saben si votan por jadue no pueden tener propiedades,  auto, olvídate de tener un iPhone, no pueden vestir bien, por supuesto tienen que ser pobres, hediondos y tener na",1
11:27 en Cerrillos 10-2 B2 Avenida del Ferrocarril y América Indígena https://t.co/qNSAmmnBpV,0
Dirigentes ineptos https://t.co/HCsmVA0QdD https://t.co/9kzFFhdhen,0
"@alferdez Gobierno de Ineptos!!!  corruptos, asesinos y mucho más!",1
"@carito69696969 Debiera cerrar todo 3 semana como dicen mis colegas de otra forma esto no se detendra la ultima pandemia duro desde 1920 a 1928 la peste española confinamiento total y el estado debiera velar por el pueblo 
La pena hay puros ineptos los cuales buscan pantalla 😡",1
@saraoki No dice dejar de atender a las personas de tercera edad por atender a los inmigrantes. Solo dice que se debe atender a los inmigrantes independientemente de su condición.,0
@jonhy13 @bicubico a la izquierda o a la derecha que son quienes de ven beneficiados con la entrada de inmigrantes?,0
Me tienen las pelotas bien hinchadas los inmigrantes.. los odio cada día más. https://t.co/iCAvbhG0s2,0
"@FontirroigPablo @a_hollstein @pdazan @DrEnriqueParis Y qué?... son inmigrantes irregulares pero siguen siendo seres humanos! 
En este país en dónde se ha robado tanto, ponga sus energía en exigir esas devoluciones, UDI, FFAA y Carabineros 
Y Usted no parece chileno.",0
"Los médicos patriotas le hicieron llegar fichas médicas de inmigrantes ilegales que tendrían preferencia en las UCIs tomando el lugar de un chileno y que el @colmedchile está iinvolucrado. 
 https://t.co/7bMm38Weba",0
"🔴 Ojo con esto!!
Investigación de periodista Pablo Fontirroig concluye que, a lo menos 5 de cada 8 pacientes graves en UCI por COVID-19 serían inmigrantes en situación irregular en Chile (un 63% de los pacientes)
Es posible confirmar estos datos?

https://t.co/i3M2IbnfiF",0
@elaval puedes además informar cuantos enfermos son inmigrantes de menos de 1 año en Chile?,0
"¡🔴MENTIROSO @LucasPalaciosC y @GobiernodeChile, deja de manipular, ridículo, ustedes como gobierno han tenido propuestas de @colmedchile desde 2020!🔴

¡Cómo tan malditos estos descarados de mierda!😡

#FelizMartes #BuenMartes 
@doctor911_cl @ValdebenitoNata @izkia @Camara_cl https://t.co/Uzh6i4WO7K",0
Que los pudran a los malditos 🤬 https://t.co/I57xyUWJPp,0
@LautiToledo07 @LaRoja @CopaAmerica Ese pasillo te gano dos finales seguidas y dejo a tu idolo por el suelo https://t.co/jboWKWtHgK son nada sin messi pobre y triste weon. cuando ganes algo en vida pero en vida que espero que lo entiendas en vida ok hablamos vale asi que chao noma hijo de inglaterra,0
@JuanPer53452029 @tortugamutante Jajajajajajaja ok .. Saludos al Mamon . Jajajskaksjaja,0
"@fromsky117 @PatricioMndezMa @Mister_Wolf_0 @ElisaLoncon Nadie ha mencionado la palabra ""obligar"", además de ti en este hilo, dicho de otro modo, sólo tú haz interpretado que se quiere hacer eso. Sin embargo, lo que se propone es dar la oportunidad de ""quienes quieran"" puedan estudiarlo en las zonas de gran población de origen mapuche.",0
"@bobpincoya @AprueboLucho Jajajaja...de verdad. Y acá en Temuco y La Araucania se supone que mapuche, pero...ya ven!!!",0
"@gonzouc Irían a votar?
Porque si yo fuera mapuche, participaría y exigiría mis derechos",0
"@alb0black Sería interesante ver y entender el padrón electoral. Tengo serías dudas que haya una buena participación del pueblo mapuche, las poblaciones, etc.",0
@ssalinasclaro @tv_Amaro @juanaringeling @LORETOARAVENA @LorenaCesp_D23 @acostadetamara @gmunozabogabir @diariosustentab @HubSustentable @AraucaniaOnline Verdad que los mapuches no usan electricidad! 🤔🤔🤔🤔,0
@amarolabra @Diputados_PC @sebastianpinera Ahuevonado como si los mapuches no usaran electricidad! Deja la marihuana te hace comprar caca! 😂😂😂,0
"Haciendo mi tarea sobre los mapuches
Me encontré que tienen una ceremonia que tiene el uwu en su nombre ;--; https://t.co/ayp7NT2cBb",0
Gata maraca me trajo una lagartija de regalo ... y de nocheeeee 😭😭,0
"@out_chile un tarro de leche nido por que tu papá se culio a la primera maraca, la preñó y se fue pa no criar a saco weas como vo imbesil reculiao tonto zarpao conchetumare",0
"@karina_ol Cuanta ignorancia en un puro tweet, piense bien las analogias antes mijita",0
"Mis amigos se tratan de hacer los jóvenes y mijita, a todos los vacunaron hace semanas ya.",0
@Valentinaguttg1 Menso poto mijita rica,0
"Ese es mi muchacho, pegando más fuerte que niño mongólico https://t.co/rBTcpbiCqI",0
"@VergaraLautaro El 2013 yo tiré una talla muy parecida a la de Karina hoy. Me la celebraron. Boric hizo un comentario incluyendo a Bielsa el domingo. También se la celebraron. Pero que una mujer lo haga, qué herejía!",0
"@KingAQ80 @hans93113589 Lamento la muerte, no justifico el actuar de los delicuentes que asecinaron a Valeria.
Pero no confunda el contexto, Es diferente la muerte de una mujer por feminicidio o por un acto anormal, a una, reiteró, lamentable muerte, pero es una exposición q PDI está expuesta. ,😔",0
"No veo ninguna mujer pidiendo justicia por la muerte de Valeria. Yo si la exijo!!!!!!!
#JusticiaParaValeriaVivanco",0
"@Diego_Schalper Yo creo que fue CORNEJO el gran perdedor, la 6ta voto bien ✌
Y las presidenciales de seguro será Mujer 💪 @Diego_Schalper",0
"Atent@s, al parecer la DC le pagará el favor a la derecha. Este jueves se vota el TPP11 y @ProvosteYasna será la candidata de las 2 derechas. La ambición de esta mujer llevará a Chile a su completa destrucción. Nunca seremos un país Libre, Soberano, con Autodeterminación.😡",0
@driwaifu Hermosa mujer ❤️ bellísima,0
"¿Será acaso que una mujer me está coqueteando? Yo sé que solo ha visto mi foto de WhatsApp y escuchado mi voz grave por la mañana, pero HUIOOOOOONAAAAAAAAA QUÉ TSUSAAAAAAAAAAAA",0
"@Soy_Botman_ @josefina_hs @GonzalezDiegoAr @karina_ol @elfrente_amplio @PCdeChile @ADignidadCL Si te lo dije, el limite es que no ha nacido, no tiene sensaciones, no tiene una historia, no puede vivir independiente mente y la mujer embarazada decidió no continuar. Intenta lograr esas condiciones en otro escenario, no existen. Literal solo aplica en este contexto.",0
"@solo_unabruji ?? Amigo y discurso??
Soy mujer para partir y es real",0
"Una pareja lesbiana demanda a un zoo por no permitirle usar un cupón de descuento dirigido a ""un hombre y una mujer"" - https://t.co/fdfWRtM1Qn https://t.co/c3ZdrskEBO",0
"Una mujer intentó quemarse a lo bonzo en medio de una manifestación en las afueras del Centro de Justicia, siendo rápidamente asistida por personal policial

https://t.co/kzVHyniMF1",0
"@Chris_Meyer_T ¿Y tendría que ver...? Nada, por eso tampoco la Ministra de la Mujer, que es de la UDI, ha salido a condenar un hecho que corresponde a seguridad pública.",0
"Ayer me preguntaron si estaría con una mujer trans o un hombre trans y en realidad para mi eso da igual 🤷🏼‍♂️ obvio dije que si esa persona me hacía sentir cosas, estaría con el/ella 😌",0
"🔶 El empleo sigue mostrando notorias grietas y se convierte en la variable más delicada de la crisis económica.

Desde el momento más álgido de 2020 se ha recuperado uno de cada dos empleos. Estamos a medio camino y preocupa el empleo de la mujer, dice el profesor @dbravo_UC https://t.co/AGUAKcIbal",0
@FridaSiKahlo Ahi no le importa que el macho opresor heteropatriarcal abuse de una mujer en estado de ebriedad o drogada ( a la pobre naya le ha pasado de todo...y pobre porque es digna de compasion esa vida que lleva),0
"El amor en pandemia.

Le doy gracias a mi mujer, que fue lo suficientemente tonta como para decirme ""sí, acepto"". https://t.co/EGRyK1G6X0",0
@karina_ol @gabrielboric @danieljadue @ADignidadCL Por favor.. como piensas cambiar algo …con esa ignorancia que demuestras cada vez que te entrevistan ?.. eres realmente  una vergüenza como política.. eres Florcita Motuda en mujer 🥱🥱🥱,0
"Feliz cumpleaños, @PatoBullrich Sos una mujer valiente, firme, honesta, inteligente y muy humana. Más de una vez salí a marchar con mi bandera por vos, para bancarte a vos. Desde el día uno de la pandemia a nuestro lado. Gracias y que Dios te proteja siempre.",0
"@kokafeliz @PpabloZamorano @cherrerafe Cierto!!! Es como el “machista opresor” donde en el 99% de los casos fue criado por una mujer.
Aquí lo mismo, es nuestra responsabilidad!",0
"@KarolCariola @Orrego @karina_ol Siempre que un hombre descalifica a una mujer no es por discusión política en igualdad de condiciones, sino por arrogancia y machismo. Haciéndote la pobrecita vístima jamás habrá igualdad. Tienes un discurso sexista pasado de moda, que huele a rancio.",1
"@curiluna Nadie es perfecto, todos cometemos errores lo que si se  es que se ve que eres una mujer y una persona maravillosa 😊",0
"@AlejandroMery1 Si la derecha política estima que hay que restablecer el ORDEN que el país ha perdido. Llama a las FFAA para que hagan lo suyo: atentar, amordazar sus compatriotas. Creo que una mujer, nos llamó hienas. Por haber votados apruebo. Intuyendo que fue alguien que votó por Piñera",0
"#ENVIVO Mujer sufre violento portonazo en condominio de Ñuñoa
 #24AM 

📡 Sigue la señal en vivo #24Play ➡ https://t.co/mi3yDUstrf https://t.co/vgTSrlUVzO",0
Clairo mujer hermosa talentosa te amo con todo mi ser T.T,0
"Mujer sufrió ""portonazo"" mientras esperaba cierre de la reja a la salida de un edificio en Ñuñoa https://t.co/QgI52s37nn",0
"@DanielSuizer @francorenzo60 Que lástima y que angustia ver a esa pobre mujer. No se le entiende mucho con la boca tapada, mala respiración. Las mascarillas produce hipoxia cerebral, dolor de cabeza, cansancio y desesperación. Puede hasta sufrir de hipertensión @ministeriosalud",0
"@marcelodiazd @karina_ol A los que los caga la mujer, ni siquiera deberian pronunciar esa palabra.
Un gorreao digno..😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅",0
Creo que una mujer lamiendo una toalla higiénica usada no puede ser referente para nadie @karina_ol #LaBatallaFinalMv,0
@PatriotaQueen Cierto el estereotipo de belleza es la mujer delgada el resto se martiriza...,1
@Arix05 Pero que diosa mujer!,0
"Más que ocupar a su hija, hasta cuando se cuestiona el rol de madre de una mujer en la política? Cuando le han preguntado a Orrego por su familia? #labatallafinalmv",0
@exotictanisha Maravillosa mujer 😍😍😍😍❤️👍😁💋🇨🇱😍🔥🔥🔥🔥🔥🔥,0
"Gloria Delgado-Pritchett que personaje, que mujer 👏",0
"@ZonaCeroScl @MLuisa40911444 @deltaquebecx @karina_ol Claramente es una “ mujer “con los valores trastocados ademas de no entender el cargo de gobernador parece que cree que es dictador, pues no tendría las facultades para cambiar el nombre y hacer un memorial , un feminismo extremo, sin educacion y gravemente inculta",0
@treintonarocket ¿Quien dice que postura es de hombre y cual de mujer ?,0
"En cuanto a su imagen es su deber cuidar de su imagen, segundo, es de maricon golpear a una mujer!!! https://t.co/V76dvBvu1k",0
@MCurriao @SaryOasis Ati gracias gran mujer,0
"“La mejor edad de una mujer comienza
cuando deja de esperar que la felicidad
llegue de la mano de cualquier hombre,
cuando ya no corre detrás de nadie,
cuando ya no se enfada por tonterías,
cuando ya no contesta a cualquier mensaje...",0
"@melnicksergio Voy a correr a votar,  forrest gump echa mujer",0
"Cuando joaco cache que Leiva le quiere levantar la mujer, se lo va a querer comer vivo #DementeMega",0
@CorpLasCondes @Muni_LasCondes @LavinJoaquin Buenas tardes una consulta.Que vacuna están colocando como primera dosis a mujeres en periodo de lactancia? Gracias,0
La actual crisis por la #pandemia ha generado un retroceso de más de 18 años en materia de participación laboral de las #Mujeres en América Latina y el Caribe. #CEPAL  https://t.co/uwQjDTrqHy,0
"Cada vez vamos por la vida apurados y a toda velocidad. ¡El tiempo es un tesoro! ¿Cómo escribir de manera persuasiva, rápido sin dejar a un lado lo importante? https://t.co/rdJc9qjLMO #copywriter #copywriting #escribirparavender",0
“Al 60% de las mujeres se les vienen palabras autoagresivas cuando se miran al espejo”: Los resultados de la primera encuesta sobre autoestima política https://t.co/sx1gVmGMsI,0
"@snakepit78 @AidaCaballero5 De los mismos de:
Reforma tributaria procrecimiento
Aumento de parlamentarios tiene costo 0
Transantiago no costará $1 al Fisco
Hay que cambiar el sistema binominal porque 33% es igual a 67%
Paridad para favorecer a las mujeres
Ley de estacionamientos para reducir su costo
🙄🙄",1
Subsecretario @fdoarab en #webinariosnórdicos sobre el impacto grave de la #pandemía la #participaciónfeminina en el #mercadolaboral. 6 meses de pandemía ha significado un retroceso de una década en participación laboral de las mujeres. Falta la #corresponsabilidad.,0
"Verena Schmidt de @ilo compartiendo el marco jurídico sobre #igualdaddegénero - remuneración, contra la discriminación, responsabilidad familiar y más. La pandemia aumenta las brechas entre hombres y mujeres.",0
#VisionDigital Proyecto Moms: la plataforma que conecta a mujeres en el mercado laboral. Una startup creada para resignificar el talento de quienes buscan combinar su tiempo personal con lo laboral 👉 https://t.co/ZWknzwt4Ww,0
"Te invitamos a ser parte del Taller Energía Solar Fotovoltaica, que se realizará el próximo miércoles 16 de junio a las 18.30 a través de Webex. Evento enmarcado en el Ciclo de Talleres Técnicos para Mujeres en Carreras Tecnológicas. Conéctate aquí: https://t.co/kDknF89yKf https://t.co/RgNfPxxDzm",0
Simplemente yo nunca entenderé a las mujeres 🤷🏽‍♂️,1
"Qué horrible esa forma de agarrar a las mujeres por la cabeza para darles el beso obligatorio, qué asco de tipo. 🤮 https://t.co/DVwlgvRmpm",0
"@ealfaco habrá igualdad cuando el trabajo sexual sea parejo, hay más mujeres que hombres, José Patricio Carvajal Leal presidente 2022, amén y ámense",0
"@DiputadaMaca @tamypalma @javiarce Oye estas cagando fuera del tiesto y te estas cagando encima.
Hay mujeres atrapadas en el cuerpo de un hombre.
Como tanta transfobia de tu parte. Que vergüenza!!",0
"@NissVzla @Melysanzv Parece mentira pero son mas las mujeres que timidamente te hacen el comentario, pero quieren sexo contigo mas que el propio hombre🤔",0
"¿Es posible hacer el @camino_xacobeo a vela? Sí y hay una iniciativa que aprovecha con ello, además, de mostrar el aporte de las mujeres al mundo náutico.""

https://t.co/i0glpiq4Cd",0
También acosan a quienes NO aceptamos sus discursos. Nos exponen en sus redes y si hacemos lo mismo se excusan con que son menores y mujeres.,0
#JusticiaParaValeria ..que miserables las mujeres de izquierda...@Coordinadora8m algun comentario ? https://t.co/sO3ZF86ec6,0
donde esta el apoyo del resto de las mujeres..? era Policia pero es mujer igual que todas https://t.co/nyLuxOMDTp,0
"@Susana_Midwife ¿Todes?...En español se dice ""todos"", incluye mujeres y hombres.",0
Cuando estas mujeres me agradecen queda mi corazón llenito♥️,0
Y que todas las mujeres en mcbo dicen https://t.co/n4Q8mEIpUa,0
@Marcelo_Uribe_P les gusta a las teleseries de ese canal hacer quedar a las mujeres de weonas o calientes XD y a los tipos de macho en celo 🤣🤣🤣🤣🤣🤣 prefiero ver falabella TV jajajajjajajajjajaja https://t.co/p0VhtOEoqX,0
"@adnradiochile Fue en defensa propia, ya que el animal la había atacado. Por esta razón las mujeres no pueden defenderse, ya que si se les pasa la mano se van detenidas",0
A las mujeres les gusta los hombres altos !!! 🤔,0
@Bb_Kaey JAJAJAJA VISTE? voy a ver la biblia para ver si dios les decía perra a las mujeres 🤪,1
"@LunaAzul2012 Ay si señora lo que diga, vaya a encarcelar mujeres por abortar mientras el socialismo sigue avanzando por moralistas dogmáticos como ud. Y su ídolo neo nazi. Asco dan!",0
Que vuele alto al igual que los demás funcionarios a los que el terrorismo y la delincuencia  les han arrebatado la vida en forma cobarde  y con ello también un pedacito del alma de nuestro país qué está componen en forma muy especial   esos miles de hombres y mujeres https://t.co/BZhJlHlz61,0
"Esto es terrible. La pandemia ha mostrado lo peor del patriarcado y del sistema neoliberal hacia las mujeres. Binomio perfecto para el abuso, la segregación y la pobreza femenina. CC:@AzagraPs  
https://t.co/S5W3B6OHrH",0
"Llevo como 4 jornadas trabajando en unos datos sobre femicidios y los detalles están escabrosos. No es mi primera vez trabajando en temas de violencia contra mujeres, pero no deja de sorprenderme la ferocidad del patriarcado y sus mejores exponentes, los femicidas.",0
"@lore_diazhemard @paneldehombres @Hay_Mujeres @min_ciencia que lastima. De cerca conozco a la Dra Mariana Rojas Rauco, seca en salmones.",0
"@merlupingui Ella hablaba que los roles que asumen las mujeres en el mundo del marco, suele ser microtrafico que es la principal razón por la que ellas van a la cárcel. Están en la jerarquía más baja. Ese rollo le escuché y no estaba malo",0
Revolucionarias: El libro sobre las mujeres Rodriguistas - https://t.co/zUAhhrvnH3 - vía @rsumen,0
"#ODS5 Equidad de Género 📌

El COVID-19 ha borrado decenios de progreso hacia la igualdad de género,  frente a este escenario el llamado se centra en lograr la equidad en cargos de responsabilidad para las mujeres.

Para más información ➡️https://t.co/mW1Z8W4K12 https://t.co/ZJQAQKqDAl",0
"Las #mujeres representan el 51,7% de los 42,9 millones de personas migrantes latinoamericanas y caribeñas. Ellas migran por razones como la pobreza, falta de oportunidades, deterioro ambiental, desastres naturales, persecución y violencia de género: @aliciabarcena #CEPAL. https://t.co/EZs9UNTzzY",0
"@cleporati lo triste es que son muchas mujeres que soportan esto por ""los hijos"" o por el que dirán, lamentable por decir menos",0
Como va a pensar que Mateo estaba vivo si en el sueño tenía los ojos negros kdjdkdkdkd #DementeMega,0
"@Alberto85366967 @cgloriabb Si los sacan de la constitución política de chile, se les puede intervenir, pero también no podrían ser acusados de violacion es a los DDHH...",0
"El contraste + grande que puedes ver en el tenis. De un lado, uno que lo ganó todo, ex #1 del mundo, que ha sufrido multiples lesiones y a sus 34 sigue con deseos de jugar. Al otro lado un ""payaso"" que no ganó nada y que sólo por su actitud debiese ser descalificado.
#QueensAtp https://t.co/9xNdJ7J95v",0
"@AngelMonagas @DabySari @manuelrosalesg Cuando parecía que no podia ser peor, a este circo le llega otro payaso que no da risa.",0
"@sim4rii WUAJAJAJAJAJAJAAJAJAJAJAJAJAJA ctm, por eso no se hace el ridículo comentando publicaciones, basta con el papel de payaso qe hacemos siempre.",0
"@chalo_pz @CJleproso0800 @LaRoja @benbreo @Rovers Jajajaja wena po cara de puta 
Cambia esa cara de trolo payaso ajjajaua",0
@CNNChile Menos mal que queda poco para que el payaso mayor y todo su séquito se vayan a,0
"osea para el tronco Scaloni, las llegadas de Chile fue por errores de Argentina, No por mérito de Chile???
....Payaso Scaloni, no le has ganado a Chile, bájate del pedestal de agua en que te paraste...
ahhh y déjate de Shorar https://t.co/MG7CS9CqWL",0
Gaspar quedo como payaso #LaTorreDeMabel https://t.co/OX45UdaSYw,0
"@KAREN86503178 @brenchv @OficialBrillos Aunque después le sigue el payaso que oues también me representa🤣
#PremiosMTVMIAW #MTVLAICONOKUNNO #MTVLACOREOKUNNO",0
@raulfiguersa Ya te queda poco payaso 🤡🤡🤡,0
"@karina_ol Que pendeja. No voté por ninguno del par de payasos, pero se agradece el triunfo del patriarcado ..",0
"En todos los tonos se ha exigido libertad a los presos de la revuelta, pero el sistema no cede x q si lo hace quedaría en evidencia todo el aparato represivo y a los ojos todes quedaría claro q gobierna un grupo de payasos q no saben donde viven y solo hacen lo q dicta el capital",1
@AldoDuqueSantos Sin Aldo que puede esperar de estos payasos.. nos quieren en su circo.. @izkia @Pajarobere @DrPatricioMeza…,0
@joseantoniokast Que puede esperar… de los payasos…,0
